customer_id,order_date,id,amount,category,price,product_id,product_name,quantity,size
ad267455-200a-41ea-9219-025568626efc,2018-05-11 08:50:37.000+0000,87f70333-a853-45f5-a994-e648dc8926a0,481.27,Essential Oil Singles,25.33,70825780-1c14-45a1-bc59-5a589fd6f001,Juniper Berry,19,5 mL
ad267455-200a-41ea-9219-025568626efc,2018-05-11 08:50:37.000+0000,b6a3e816-da9b-4af9-92ac-ca75ad58f9b1,266.64,Wellness,33.33,8b1652c1-49ec-4102-b942-9a9ba076fa33,Kids Kit,8,
ad267455-200a-41ea-9219-025568626efc,2018-05-11 08:50:37.000+0000,c03c1945-7383-427e-8e3b-6c6608f91d7b,725.28,Essential Oil Blends,45.33,0169802a-d7e9-4cb7-b2da-b2db2fee79e4,dōTERRA On Guard,16,15 mL
ad267455-200a-41ea-9219-025568626efc,2018-05-11 08:50:37.000+0000,caf2edcb-0af9-4ce2-b8a4-b5deb1edfc17,420,Essential Oil Blends,28,e5bd203b-a11a-40b8-91b2-8367c5cb259c,Brave,15,10 mL
ad267455-200a-41ea-9219-025568626efc,2018-05-11 08:50:37.000+0000,cd706038-b50b-4a66-bbe1-5ad684c41d0f,312,Essential Oil Blends,26,5ccb5028-e7f0-4031-98db-5c28b4b2f42b,dōTERRA Serenity Softgels,12,60 Sgls
ad267455-200a-41ea-9219-025568626efc,2018-05-11 08:50:37.000+0000,fdf834f8-234e-4969-86ac-64e0ff15f3c6,320.04,Wellness,26.67,bb1d9c80-f865-4b5a-9446-12ea6d88e72c,Microplex VMz,12,
16319b34-e529-49f5-a1e0-1fe5fbfb5161,2018-10-03 18:51:08.000+0000,843bd082-383f-4b29-8cb9-b1fbed054484,2759.94,Essential Oil Kits and Accessories,153.33,36160f1c-ea11-42de-bbf4-9578893f572b,Intro Essential Oil Kit,18,6 Pack
16319b34-e529-49f5-a1e0-1fe5fbfb5161,2018-10-03 18:51:08.000+0000,a3862b44-fe6b-404f-b521-174ba4f24a3e,555.31,Deep Blue Products,79.33,c4323b54-2529-43a3-ad9a-4a1ad7216415,Deep Blue Polyphenol Complex,7,60 Vcaps
16319b34-e529-49f5-a1e0-1fe5fbfb5161,2018-10-03 18:51:08.000+0000,b5af6df1-87d8-4305-a655-32f54dce0f72,53.34,Wellness,26.67,0bb080be-912d-462a-b81c-0eafd2583b28,Microplex VMz,2,
16319b34-e529-49f5-a1e0-1fe5fbfb5161,2018-10-03 18:51:08.000+0000,b89fea20-4e68-41ab-a056-1b753329b24b,112.71,Spa,8.67,32c61d43-0060-4f96-8f48-2d0e75fcc9a0,Herbal Lip Balm,13,.16 oz
16319b34-e529-49f5-a1e0-1fe5fbfb5161,2018-10-03 18:51:08.000+0000,cb96f7e4-f447-40a3-b021-91757d965ab4,286,Essential Oil Blends,26,34b55acb-b0c5-42a5-9441-f58a503fda30,PastTense Roll On,11,10 mL
16319b34-e529-49f5-a1e0-1fe5fbfb5161,2018-10-03 18:51:08.000+0000,f79ecd2f-69d1-4464-b9d9-c789c86bbc6d,184,Wellness,46,5c3334af-5b91-41e0-9776-9c3246601605,PB Assist+,4,30 Caps
76aebf4b-4df2-443d-887e-8ee03764099c,2019-10-30 17:47:27.000+0000,099f4b53-2833-4d49-b4d4-c1a955640b7f,364,Essential Oil Blends,26,603aa5b1-2f3a-4a2a-b128-aff5d863abab,TerraShield Spray,14,30 mL
76aebf4b-4df2-443d-887e-8ee03764099c,2019-10-30 17:47:27.000+0000,0acd7add-9b55-4eac-b600-eee2352f9a01,480.06,Wellness,26.67,1676aacf-7277-495d-b0d8-8d3daacbd84a,DigestZen TerraZyme,18,
76aebf4b-4df2-443d-887e-8ee03764099c,2019-10-30 17:47:27.000+0000,240da0ae-4da1-40fc-887b-b4aee1e2f274,400,Essential Skin Care,80,d4cc4d27-6f37-4a4a-baa8-11fd90c52196,Reveal Facial System,5,1.7 oz
76aebf4b-4df2-443d-887e-8ee03764099c,2019-10-30 17:47:27.000+0000,53b21da8-01a9-4f86-a449-874bf58fa4a3,100,Essential Oil Blends,20,69886031-b63b-49d8-9eef-d3c7a825fbc2,dōTERRA Hope Touch,5,10 mL
76aebf4b-4df2-443d-887e-8ee03764099c,2019-10-30 17:47:27.000+0000,85663127-4eec-4ede-9c2b-0ca0999893bf,280,Essential Oil Singles,56,2f19c278-b7c3-41b5-89f1-166e3664a690,dōTERRA Jasmine Touch,5,10 mL
76aebf4b-4df2-443d-887e-8ee03764099c,2019-10-30 17:47:27.000+0000,ccaecf3f-5be1-4ce8-9b57-e5b9858c9097,2406.73,Essential Oil Kits and Accessories,126.67,ee75d9e8-8b92-4188-81a6-4a871daf85a3,Kids Kit,19,Single
76aebf4b-4df2-443d-887e-8ee03764099c,2019-10-30 17:47:27.000+0000,ceda3439-1fda-48d6-8a6f-3dd7423bedc5,293.37,Wellness,26.67,cf4704a9-c88e-463c-8f77-f04424cdb76f,Microplex VMz,11,
76aebf4b-4df2-443d-887e-8ee03764099c,2019-10-30 17:47:27.000+0000,f02cf9b7-3bbb-4ba4-8cc8-76b4441da22b,400,Wellness,50,a6d8c78f-9933-430a-90da-77baa76942cb,DigestZen TerraZyme,8,90 Caps
9e455fbe-af5a-4973-b827-8789d03385ce,2018-06-16 08:37:26.000+0000,1abbe54f-fc61-4339-84e8-3aed5042ba75,1686.63,Spa,153.33,c372532a-171a-4844-87d8-e8781b9b6a71,Body Lotion (3) + Mood Mgt Kit,11,Combo
9e455fbe-af5a-4973-b827-8789d03385ce,2018-06-16 08:37:26.000+0000,4a29ac4f-296f-46e2-be44-13aabb975eb6,410.63,Veráge Products,37.33,5590c8dc-e1d5-4c97-908c-f1fc407f0f76,Moisturizer,11,1 fl_oz
9e455fbe-af5a-4973-b827-8789d03385ce,2018-06-16 08:37:26.000+0000,4fc47943-94e0-4dc6-887d-bf8836209b8e,185.34,Wellness,92.67,20993989-e489-4001-af82-bfebbcb577e2,Alpha CRS+,2,120 Caps
9e455fbe-af5a-4973-b827-8789d03385ce,2018-06-16 08:37:26.000+0000,c23df353-1674-494b-8117-a0a993e6363e,149.32,dōTERRA Salon Essentials,37.33,0af2698a-5600-43bf-88d9-a701637539e6,Conditioner 2-Pack,4,2 Pack
9e455fbe-af5a-4973-b827-8789d03385ce,2018-06-16 08:37:26.000+0000,ebf12f98-b212-4187-9e11-6d6f841166fb,346.71,Wellness,26.67,cf4704a9-c88e-463c-8f77-f04424cdb76f,Microplex VMz,13,
9e455fbe-af5a-4973-b827-8789d03385ce,2018-06-16 08:37:26.000+0000,ed87b036-4768-4647-982f-06556f3b84f6,223.35,dōTERRA On Guard Products,44.67,59aaf364-ec02-4bfd-b2ce-e987a9ebadfd,Foaming Hand Wash,5,2 Pack
144570ad-6c62-4fe7-a09b-dfc9da5fe551,2020-01-02 20:45:35.000+0000,061b6fdf-3bff-4fb7-98c5-f6b2f3edff41,335.97,Essential Oil Singles,37.33,5c1f4f87-04b9-42c1-8b6c-9d779e3fffb7,Patchouli,9,15 mL
144570ad-6c62-4fe7-a09b-dfc9da5fe551,2020-01-02 20:45:35.000+0000,1643e4a5-15cd-4461-9901-fbf36460188e,666.65,Essential Oil Kits and Accessories,133.33,9b0064f0-891f-4c8c-ad65-e3b56a6034de,AromaTouch Technique Kit,5,Single
144570ad-6c62-4fe7-a09b-dfc9da5fe551,2020-01-02 20:45:35.000+0000,300088e7-9436-4225-957c-9d638499b880,19.33,dōTERRA On Guard Products,19.33,2bb4529b-fc1c-4888-83ca-93b26a2c3c92,Cleaner Concentrate,1,12 fl_oz
144570ad-6c62-4fe7-a09b-dfc9da5fe551,2020-01-02 20:45:35.000+0000,532ec448-ab18-4a5e-97d2-f03457a561ac,175.98,Essential Oil Singles,29.33,21bca1dc-304f-465c-b0ad-f779fd8d0b7d,Arborvitae,6,5 mL
144570ad-6c62-4fe7-a09b-dfc9da5fe551,2020-01-02 20:45:35.000+0000,5fa3b158-74e9-41a7-8a41-eaf1dd95c58a,45.33,Essential Oil Blends,45.33,0169802a-d7e9-4cb7-b2da-b2db2fee79e4,dōTERRA On Guard,1,15 mL
144570ad-6c62-4fe7-a09b-dfc9da5fe551,2020-01-02 20:45:35.000+0000,7ee12b7f-c1e2-4f96-8c0c-5a2c045a79c7,693.30,Essential Oil Kits and Accessories,69.33,913ae4f0-04bf-426f-b362-8cd0badea2ee,Yoga Collection,10,Single
144570ad-6c62-4fe7-a09b-dfc9da5fe551,2020-01-02 20:45:35.000+0000,98fa65f9-2d7e-4800-adad-ecba768956a7,126.65,Essential Oil Singles,25.33,807273b3-ea6a-4ca0-88d2-7e567c9422a6,Cassia,5,15 mL
144570ad-6c62-4fe7-a09b-dfc9da5fe551,2020-01-02 20:45:35.000+0000,c9913e6d-514b-4880-8dd9-f7483296427a,726.03,Wellness,80.67,66736a46-6b2c-4369-a064-482609ac0a98,Cleanse & Renew Pack,9,2 Pack
144570ad-6c62-4fe7-a09b-dfc9da5fe551,2020-01-02 20:45:35.000+0000,eefe6a00-105e-4879-a60f-c6812a63a8fc,886.73,Essential Oil Singles,46.67,dc0aca62-b9be-4afd-ae50-8e0eefb08e6d,Copaiba,19,15 mL
3396cbe5-8e9f-4f25-8b08-5bca64e3ecc0,2019-10-29 01:26:38.000+0000,21202786-a973-4d5f-9789-bfff4da64cbf,158.01,Wellness,52.67,2ba6ef06-3732-43ab-8c33-bb129a2399a0,Phytoestrogen Complex,3,60 Caps
3396cbe5-8e9f-4f25-8b08-5bca64e3ecc0,2019-10-29 01:26:38.000+0000,76a2b5bb-b3ca-41b8-818f-74ad60d4a261,192.61,Living,11.33,b93e4ee3-8aaa-426c-9016-424548fb049d,dōTERRA Breathe Vapor Stick,17,0.4 oz
3396cbe5-8e9f-4f25-8b08-5bca64e3ecc0,2019-10-29 01:26:38.000+0000,775c4057-bcf5-45d2-9645-36e5bb16c719,106.72,dōTERRA On Guard Products,6.67,0cfcb0af-cc38-421e-93c1-211503c42d99,Hand Wash Dispenser,16,3 Pack
3396cbe5-8e9f-4f25-8b08-5bca64e3ecc0,2019-10-29 01:26:38.000+0000,be924ff6-7d7c-4d1c-aa84-0840306dd367,316.02,Slim & Sassy,52.67,dfb3618a-608f-428c-8e77-0b5bcb6b2058,TrimShake Vanilla,6,40 Serv.
3396cbe5-8e9f-4f25-8b08-5bca64e3ecc0,2019-10-29 01:26:38.000+0000,e7e11995-4adf-4caa-b150-72f392c18e87,140,Spa,20,6a5b45d8-3d7d-4df7-b030-b8f405a0f5f2,Lip Balm Variety,7,3 Pack
3396cbe5-8e9f-4f25-8b08-5bca64e3ecc0,2019-10-29 01:26:38.000+0000,ef485db7-d5df-4248-9162-f83391e3378a,333.30,Essential Oil Singles,33.33,c27dd254-3323-4a95-8675-11a858a818ae,Petitgrain,10,15 mL
3396cbe5-8e9f-4f25-8b08-5bca64e3ecc0,2019-10-29 01:26:38.000+0000,ef5953ce-0140-4490-8f24-1148f4e894ca,163.35,Wellness,32.67,5c4240ec-457a-4aa1-b36b-55772916adb4,PB Assist+ Jr,5,30 Pack
03bd0340-bddb-4fdc-840d-a3f2ea2aa1c7,2019-04-22 20:20:31.000+0000,01d1d9e8-f865-4c19-a711-6af2fbb67b09,300,Spa,20,6a5b45d8-3d7d-4df7-b030-b8f405a0f5f2,Lip Balm Variety,15,3 Pack
03bd0340-bddb-4fdc-840d-a3f2ea2aa1c7,2019-04-22 20:20:31.000+0000,774c6e46-28a4-41f3-878c-1b09d5efa783,200.04,Essential Oil Singles,16.67,08034316-5a28-455d-9ddc-f893eed9fcc9,Peppermint Beadlet,12,125 Blts
03bd0340-bddb-4fdc-840d-a3f2ea2aa1c7,2019-04-22 20:20:31.000+0000,8188cd2f-3702-498a-a9d7-27c05931db9c,480,Essential Oil Blends,32,a70b0772-568c-4cd9-af8a-d0bfc208b1bd,Whisper,15,5 mL
03bd0340-bddb-4fdc-840d-a3f2ea2aa1c7,2019-04-22 20:20:31.000+0000,b5c3ceed-7ab9-4afa-8be1-510b13ad5b7a,340.05,Essential Oil Singles,22.67,c0f6aed5-cf30-4cd4-aa8b-118d53de418a,Eucalyptus Radiata,15,15 mL
03bd0340-bddb-4fdc-840d-a3f2ea2aa1c7,2019-04-22 20:20:31.000+0000,dd454735-d583-424c-b91d-585f460b8129,360,Essential Oil Singles,30,0d5510ee-2589-4c36-a2a2-5c08e07b8465,Douglas Fir,12,5 mL
03bd0340-bddb-4fdc-840d-a3f2ea2aa1c7,2019-04-22 20:20:31.000+0000,f017f60d-5304-44bd-921b-f4311d20b167,82.66,Essential Oil Singles,41.33,f7cdc43f-b869-4f07-8e5e-64780e42883f,Geranium,2,15 mL
cfb79f8c-8c09-4ddd-93b3-4e5188e8f995,2019-02-14 04:20:25.000+0000,04eae6b4-5180-4be0-880d-ac5654bbc2f7,149.32,Essential Oil Singles,37.33,adb7d780-2a08-48b0-985c-d40efe39806f,Magnolia Touch,4,10 mL
cfb79f8c-8c09-4ddd-93b3-4e5188e8f995,2019-02-14 04:20:25.000+0000,45e14454-e7c0-4ab9-9974-b37e733a8165,839.97,Essential Oil Singles,93.33,6874ac2f-4a31-40d5-85bd-51bc942d300b,Helichrysum,9,5 mL
cfb79f8c-8c09-4ddd-93b3-4e5188e8f995,2019-02-14 04:20:25.000+0000,8260d470-d295-421b-8898-8ab5d3e80ebf,233.31,Essential Oil Singles,33.33,8da8b945-2871-4148-8a72-f0b27358bfb0,Coriander,7,15 mL
cfb79f8c-8c09-4ddd-93b3-4e5188e8f995,2019-02-14 04:20:25.000+0000,b387e33b-43a5-471b-901d-b176d7aa2e8d,782,Essential Skin Care,46,4eb346e1-9856-45ab-9106-19a01190a79a,Anti-Aging Moisturizer,17,1.7 oz
cfb79f8c-8c09-4ddd-93b3-4e5188e8f995,2019-02-14 04:20:25.000+0000,c555c506-22b2-49ce-914a-b20774b4201d,9.32,Spa,9.32,1d2b2696-3f20-4914-8c98-1fefd5a745b7,Citrus Bliss Bath Bar,1,4 oz
cfb79f8c-8c09-4ddd-93b3-4e5188e8f995,2019-02-14 04:20:25.000+0000,c856147a-d96d-4a76-ac2a-d0ac0a060a12,264,Essential Oil Blends,24,b6015d81-66af-4680-bf2c-103886e4f601,Citrus Bliss,11,15 mL
068f4d21-ee87-4920-9b18-418da15eaf76,2019-09-13 10:37:51.000+0000,4dde1887-5afe-4e55-a889-7dac7f1c5210,504,Essential Oil Blends,28,6febb42c-57a1-4940-9be0-72f3cec92ffd,HD Clear Roll On,18,10 mL
068f4d21-ee87-4920-9b18-418da15eaf76,2019-09-13 10:37:51.000+0000,4ef90458-c8b1-4f7f-acc4-c7bae19b2b29,256.63,Wellness,23.33,843b329f-adb2-4923-b54f-4978835e3257,Bone Nutrient Complex,11,120 Caps
068f4d21-ee87-4920-9b18-418da15eaf76,2019-09-13 10:37:51.000+0000,63cdf322-feb7-4a06-8e11-8d48492b6c5b,320.04,Wellness,26.67,88b5d4f8-53a9-4dec-b61c-e0792b3c39f3,Deep Blue Polyphenol Complex,12,
068f4d21-ee87-4920-9b18-418da15eaf76,2019-09-13 10:37:51.000+0000,83f4c9b0-b0c2-42dd-bf4c-ee43c2d400b2,792,Wellness,66,97cfee3d-0d94-4441-bddf-89591ab88ba1,xEO Mega,12,120 Sgls
068f4d21-ee87-4920-9b18-418da15eaf76,2019-09-13 10:37:51.000+0000,8470d740-ca00-41ff-b4f7-2ee63f92eb1a,339.99,Essential Oil Singles,113.33,7626a378-a85f-434d-9fa0-a249978cf834,Blue Tansy,3,5 mL
068f4d21-ee87-4920-9b18-418da15eaf76,2019-09-13 10:37:51.000+0000,a3f65dd6-de1f-4025-958a-1b020f7930ed,220,Essential Oil Blends,20,69886031-b63b-49d8-9eef-d3c7a825fbc2,dōTERRA Hope Touch,11,10 mL
068f4d21-ee87-4920-9b18-418da15eaf76,2019-09-13 10:37:51.000+0000,ee2c535d-6911-4a4c-8e4b-5c339a3b9be0,710.71,Essential Oil Singles,54.67,c8ecde8a-e0eb-4f15-9dad-4c4cc956070b,Vetiver,13,15 mL
cdc58b1c-a893-49c8-9119-9eda16f10087,2019-10-16 04:23:49.000+0000,19061ec9-8f51-49cf-a64b-03331160d300,1002.72,Essential Oil Singles,62.67,d2215784-80e3-46cb-b0f8-f039c7ae6d29,dōTERRA Neroli Touch,16,10 mL
cdc58b1c-a893-49c8-9119-9eda16f10087,2019-10-16 04:23:49.000+0000,58fb0744-893c-4a55-999e-ea4a44c072fd,586.60,Essential Oil Blends,29.33,656a3ddb-f5e8-49c7-aa0e-8fb9615ece6f,dōTERRA DigestZen Touch,20,10 mL
cdc58b1c-a893-49c8-9119-9eda16f10087,2019-10-16 04:23:49.000+0000,7a32d02e-4b6a-4b31-b4c7-03f8a06e9d9d,457.38,dōTERRA Salon Essentials,32.67,c6375cbc-8290-478b-96b6-c294de6a5fe6,Shampoo 2-Pack,14,2 Pack
cdc58b1c-a893-49c8-9119-9eda16f10087,2019-10-16 04:23:49.000+0000,9eae6357-e628-47e1-b6d5-cb9c5ab39d69,208,Essential Oil Blends,26,603aa5b1-2f3a-4a2a-b128-aff5d863abab,TerraShield Spray,8,30 mL
2179d8b1-6fcb-49e4-babc-3e251b64398e,2019-04-23 08:41:05.000+0000,4e738e80-0ffc-477d-a83e-e1405ba386ca,426.72,Essential Oil Singles,26.67,17379f48-0991-4fe7-a8ec-3bc2a382a521,Siberian Fir,16,15 mL
2179d8b1-6fcb-49e4-babc-3e251b64398e,2019-04-23 08:41:05.000+0000,6bdd50aa-88c8-4e32-8262-d0490d5d4f50,80,Essential Oil Blends,40,c3166d1a-dd0c-4313-b087-3159db80c99d,dōTERRA Peace,2,5 mL
2179d8b1-6fcb-49e4-babc-3e251b64398e,2019-04-23 08:41:05.000+0000,745fce1f-43eb-4bc4-8144-e50f295a1fd0,26.67,Wellness,26.67,bb1d9c80-f865-4b5a-9446-12ea6d88e72c,Microplex VMz,1,
2179d8b1-6fcb-49e4-babc-3e251b64398e,2019-04-23 08:41:05.000+0000,a8638bb7-2760-4f94-8e91-34e408939335,469.28,Veráge Products,29.33,bca6b5f9-2689-4460-984e-c751a12e1c1b,Toner,16,1.7 fl_oz
2179d8b1-6fcb-49e4-babc-3e251b64398e,2019-04-23 08:41:05.000+0000,d69a0037-dd74-4a75-9206-7bcd603ab7b5,158.01,Slim & Sassy,52.67,5e16a3f0-0ea1-4a00-9d7f-ed783f1e3264,TrimShake Chocolate,3,40 Serv.
f0500925-7f0b-4e87-9d15-42785ac90666,2018-07-08 14:17:10.000+0000,e34229ce-3037-4838-8eff-fad14b200a28,373.30,Essential Oil Kits and Accessories,37.33,8d93bbad-24c2-4a3b-9703-2d0c5c19cb96,Sample Blends Trio,10,10 Pack
83a5611e-ac17-40cb-ad11-4492010dc5d1,2017-11-19 17:34:26.000+0000,14c73426-d16a-499d-8ed5-4bec5834bf22,318,Wellness,106,afb72c53-2e94-4fe5-8f28-1d534c3f06e3,dōTERRA Lifelong Vitality Pack,3,3 Pack
83a5611e-ac17-40cb-ad11-4492010dc5d1,2017-11-19 17:34:26.000+0000,6adca13d-b557-456c-8ed1-c84e155a986d,210.68,Slim & Sassy,52.67,5e16a3f0-0ea1-4a00-9d7f-ed783f1e3264,TrimShake Chocolate,4,40 Serv.
83a5611e-ac17-40cb-ad11-4492010dc5d1,2017-11-19 17:34:26.000+0000,6f56088b-fd8c-4db6-8f7c-be7e48aee8b8,362.61,Essential Oil Blends,21.33,9528a715-b357-4423-97c1-3713e86d6278,dōTERRA On Guard Beadlet,17,125 Blts
83a5611e-ac17-40cb-ad11-4492010dc5d1,2017-11-19 17:34:26.000+0000,7d8e50c6-ea62-4c0a-bbe1-bf47b26b47e0,190.63,Essential Oil Singles,17.33,4f25ee49-b7ba-4cf7-8027-fe48ae6884ea,Lime,11,15 mL
83a5611e-ac17-40cb-ad11-4492010dc5d1,2017-11-19 17:34:26.000+0000,8aa6e3fc-5312-43ca-80c5-b6e374ed2efa,109.34,Essential Oil Singles,54.67,6689e199-bb97-4b99-afbe-1b75c3d5fa76,Ginger,2,15 mL
83a5611e-ac17-40cb-ad11-4492010dc5d1,2017-11-19 17:34:26.000+0000,c21dcf44-c0cc-44ce-9612-64618602c61a,135.99,HD Clear Products,45.33,858693ed-6d1c-4733-99bd-21b4737de3a2,Facial Lotion,3,1.7 oz
f42b7b6c-6851-4b36-9b37-c802e6ba1170,2018-11-23 00:41:01.000+0000,186b23c1-859f-427e-8c83-d7c1d39179d0,582.73,Essential Oil Blends,30.67,849b6e26-e0a4-4c6b-b079-65b251acfbb8,dōTERRA Motivate,19,5 mL
f42b7b6c-6851-4b36-9b37-c802e6ba1170,2018-11-23 00:41:01.000+0000,45a967ac-b97e-41e4-b553-d5983216658f,300,Essential Oil Singles,20,4594340c-af61-4a79-96e7-210de8cb9523,dōTERRA Lavender Touch,15,10 mL
f42b7b6c-6851-4b36-9b37-c802e6ba1170,2018-11-23 00:41:01.000+0000,5dfed0e3-3cb0-440a-ae64-8f06b83f99d8,1140.03,Essential Oil Kits and Accessories,126.67,ee75d9e8-8b92-4188-81a6-4a871daf85a3,Kids Kit,9,Single
f42b7b6c-6851-4b36-9b37-c802e6ba1170,2018-11-23 00:41:01.000+0000,617405f5-4a54-4341-8fbe-e921111ad85b,170,Spa,17,344f182e-0a15-4da9-a69d-534c510a63b9,Refreshing Body Wash,10,8.45 oz
f42b7b6c-6851-4b36-9b37-c802e6ba1170,2018-11-23 00:41:01.000+0000,c18c4617-03b8-4d43-aa78-f3b319e4a4f4,522.62,Essential Oil Singles,37.33,db069679-4d5e-4f30-9c90-f843d1a6a510,Spearmint,14,15 mL
f42b7b6c-6851-4b36-9b37-c802e6ba1170,2018-11-23 00:41:01.000+0000,f791b1c9-d196-45f0-9e3a-5eead7fa07db,379.95,Essential Oil Singles,25.33,62c4b5d7-b691-4854-a2a7-d50807ac81e4,Marjoram,15,15 mL
b9df5901-abf7-48d3-a738-4b88ac35b10b,2018-07-29 13:23:56.000+0000,0b1f4c4a-21a0-4c0a-9117-33dbf02a8af2,180,Essential Oil Singles,60,351b24e8-7fec-4000-af92-74c7c4a2ee7e,Roman Chamomile,3,5 mL
b9df5901-abf7-48d3-a738-4b88ac35b10b,2018-07-29 13:23:56.000+0000,108c9283-83cf-480e-be1b-1ab50025cc67,104.01,Essential Oil Blends,34.67,3974cb96-4cd9-4dde-8fbf-bcac06f9c2fb,Slim & Sassy,3,15 mL
b9df5901-abf7-48d3-a738-4b88ac35b10b,2018-07-29 13:23:56.000+0000,369b6ef3-b47e-4f9b-aec5-13fc67e71b92,559.98,Essential Oil Singles,93.33,d975b97c-194a-4f79-ad0b-916ce9a897af,Sandalwood (Hawaiian),6,5 mL
b9df5901-abf7-48d3-a738-4b88ac35b10b,2018-07-29 13:23:56.000+0000,5541fffc-844e-4617-b080-417faffc8c73,99.65,Essential Oil Kits and Accessories,19.93,d491693e-f402-499e-865b-ab79d5ebd266,Wooden Box w/Logo,5,Single
b9df5901-abf7-48d3-a738-4b88ac35b10b,2018-07-29 13:23:56.000+0000,60ebb99b-233d-46f0-812a-48e8b8bfa7bc,286,Essential Skin Care,22,0cc30f58-6fb3-45e3-9c22-13321d06b32f,Facial Cleanser,13,4 oz
b9df5901-abf7-48d3-a738-4b88ac35b10b,2018-07-29 13:23:56.000+0000,c2f12268-5e85-4386-b41d-2dbf5fdad97a,29.33,Essential Oil Singles,29.33,c8a86451-bec1-4a8a-a486-09c7430d8c5e,Wintergreen,1,15 mL
b9df5901-abf7-48d3-a738-4b88ac35b10b,2018-07-29 13:23:56.000+0000,db186c6c-70cd-4966-b244-2e6065b2434f,450.71,Wellness,34.67,9bdc9c09-a087-4409-ae75-6ef42b186504,GX Assist,13,60 Sgls
b9df5901-abf7-48d3-a738-4b88ac35b10b,2018-07-29 13:23:56.000+0000,dd55878a-4205-4d16-a2a7-2ed2a86f8897,298.64,Essential Oil Blends,37.33,ea8a2c14-5df7-43e7-b2e2-79cccce4ffc0,AromaTouch,8,15 mL
b9df5901-abf7-48d3-a738-4b88ac35b10b,2018-07-29 13:23:56.000+0000,fdc3b00e-545a-486b-b6dc-ff53e6dd0f41,453.39,Essential Oil Singles,26.67,17379f48-0991-4fe7-a8ec-3bc2a382a521,Siberian Fir,17,15 mL
3b8d9dcf-9794-40b5-94de-d7ff37b400dc,2018-08-31 21:57:14.000+0000,1ca8bc74-e574-4aed-857b-ffefcb95248a,144,Essential Oil Singles,24,0015357a-0883-4a1e-b934-4406499f3ed9,Tangerine,6,15 mL
3b8d9dcf-9794-40b5-94de-d7ff37b400dc,2018-08-31 21:57:14.000+0000,4c146b0c-67fc-40b1-9c2d-ec335ad317e2,60,Spa,20,6a5b45d8-3d7d-4df7-b030-b8f405a0f5f2,Lip Balm Variety,3,3 Pack
3b8d9dcf-9794-40b5-94de-d7ff37b400dc,2018-08-31 21:57:14.000+0000,8652f307-a380-42ad-ade6-52ae3f10ca20,63.99,Essential Oil Blends,21.33,9528a715-b357-4423-97c1-3713e86d6278,dōTERRA On Guard Beadlet,3,125 Blts
